code	country	areacode	state	GMT	DST	DST_RANGE	GEOGRAPHIC DESCRIPTION	TZ_CODE	PHP_TZ
1	USA	838	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	839	SC	-5	Y	SSM-FSN	South Carolina	EST	America/New_York
1	USA	840	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	843	SC	-5	Y	SSM-FSN	South Carolina	EST	America/New_York
1	USA	845	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	847	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	848	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	DOM	849		-4	N		Dominican Republic	AST	America/Santo_Domingo
1	USA	850	FL	-6	Y	SSM-FSN	Florida	CST	America/Chicago
1	USA	854	SC	-5	Y	SSM-FSN	South Carolina	EST	America/New_York
1	USA	856	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	USA	857	MA	-5	Y	SSM-FSN	Massachusetts	EST	America/New_York
1	USA	858	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	859	KY	-5	Y	SSM-FSN	Kentucky	EST	America/New_York
1	USA	860	CT	-5	Y	SSM-FSN	Connecticut	EST	America/New_York
1	USA	861	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	USA	862	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	USA	863	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	864	SC	-5	Y	SSM-FSN	South Carolina	EST	America/New_York
1	USA	865	TN	-5	Y	SSM-FSN	Tennessee	EST	America/New_York
1	CAN	867	YT	-7	N		Yukon	MST	America/Whitehorse
1	TTO	868		-4	N		Trinidad and Tobago	AST	America/Grand_Turk
1	KNA	869		-4	N		St. Kitts and Nevis	AST	America/St_Kitts
1	USA	870	AR	-6	Y	SSM-FSN	Arkansas	CST	America/Chicago
1	USA	872	IL	-6	Y	SSM-FSN	Illinois	CST	America/Chicago
1	CAN	873	QC	-5	Y	SSM-FSN	Quebec	EST	America/Toronto
1	JAM	876		-5	N		Jamaica	EST	America/Jamaica
1	USA	878	PA	-5	Y	SSM-FSN	Pennsylvania	EST	America/New_York
1	CAN	879	NF	-3.5	Y	SSM-FSN	Newfoundland	NST	America/St_Johns
1	USA	901	TN	-6	Y	SSM-FSN	Tennessee	CST	America/Chicago
1	CAN	902	NS	-4	Y	SSM-FSN	Nova Scotia	AST	America/Moncton
1	USA	903	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	904	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	CAN	905	ON	-5	Y	SSM-FSN	Ontario	EST	America/Toronto
1	USA	906	MI	-6	Y	SSM-FSN	Michigan	CST	America/Chicago
1	USA	907	AK	-9	Y	SSM-FSN	Alaska	AKST	America/Anchorage
1	USA	908	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	USA	909	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	910	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	USA	912	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	913	KS	-6	Y	SSM-FSN	Kansas	CST	America/Chicago
1	USA	914	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	915	TX	-7	Y	SSM-FSN	Texas	MST	America/Denver
1	USA	916	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	917	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	918	OK	-6	Y	SSM-FSN	Oklahoma	CST	America/Chicago
1	USA	919	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	USA	920	WI	-6	Y	SSM-FSN	Wisconsin	CST	America/Chicago
1	USA	925	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	927	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	928	AZ	-7	N		Arizona	MST	America/Phoenix
1	USA	929	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	930	IN	-5	Y	SSM-FSN	Indiana	EST	America/New_York
1	USA	931	TN	-6	Y	SSM-FSN	Tennessee	CST	America/Chicago
1	USA	934	NY	-5	Y	SSM-FSN	New York	EST	America/New_York
1	USA	935	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	936	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	937	OH	-5	Y	SSM-FSN	Ohio	EST	America/New_York
1	USA	938	AL	-6	Y	SSM-FSN	Alabama	CST	America/Chicago
1	USA	939	PR	-4	N		Puerto Rico	AST	America/Puerto_Rico
1	USA	940	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	941	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	943	GA	-5	Y	SSM-FSN	Georgia	EST	America/New_York
1	USA	945	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	947	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
1	USA	948	VA	-5	Y	SSM-FSN	Virginia	EST	America/New_York
1	USA	949	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	951	CA	-8	Y	SSM-FSN	California	PST	America/Los_Angeles
1	USA	952	MN	-6	Y	SSM-FSN	Minnesota	CST	America/Chicago
1	USA	954	FL	-5	Y	SSM-FSN	Florida	EST	America/New_York
1	USA	956	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	957	NM	-7	Y	SSM-FSN	New Mexico	MST	America/Denver
1	USA	959	CT	-5	Y	SSM-FSN	Connecticut	EST	America/New_York
1	USA	970	CO	-7	Y	SSM-FSN	Colorado	MST	America/Denver
1	USA	971	OR	-8	Y	SSM-FSN	Oregon	PST	America/Los_Angeles
1	USA	972	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	973	NJ	-5	Y	SSM-FSN	New Jersey	EST	America/New_York
1	USA	975	MO	-6	Y	SSM-FSN	Missouri	CST	America/Chicago
1	USA	978	MA	-5	Y	SSM-FSN	Massachusetts	EST	America/New_York
1	USA	979	TX	-6	Y	SSM-FSN	Texas	CST	America/Chicago
1	USA	980	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	USA	983	CO	-7	Y	SSM-FSN	Colorado	MST	America/Denver
1	USA	984	NC	-5	Y	SSM-FSN	North Carolina	EST	America/New_York
1	USA	985	LA	-6	Y	SSM-FSN	Louisiana	CST	America/Chicago
1	USA	986	ID	-7	Y	SSM-FSN	Idaho	MST	America/Denver
1	USA	989	MI	-5	Y	SSM-FSN	Michigan	EST	America/New_York
7	RUS	*		+3	Y	LSM-LSO	Russia	MSK	Europe/Moscow
7	KAZ	*		+6	N		Kazakhstan	ALMT	Asia/Almaty
7	TJK	*		+5	N		Tajikistan	TJT	Asia/Dushanbe
7	TKM	*		+5	N		Turkmenistan	TMT	Asia/Ashgabat
7	KGZ	*		+6	N		Kyrgyzstan	KGT	Asia/Bishkek
20	EGY	*		+2	Y	LTA-LTS	Egypt	EET	Africa/Cairo
27	ZAF	*		+2	N		South Africa	SAST	Africa/Johannesburg
30	GRC	*		+2	Y	LSM-LSO	Greece	EET	Europe/Athens
31	NLD	*		+1	Y	LSM-LSO	Netherlands Holland	CET	Europe/Amsterdam
32	BEL	*		+1	Y	LSM-LSO	Belgium	CET	Europe/Brussels
33	FRA	*		+1	Y	LSM-LSO	France	CET	Europe/Paris
34	ESP	*		+1	Y	LSM-LSO	Spain	CET	Europe/Madrid
36	HUN	*		+1	Y	LSM-LSO	Hungary	CET	Europe/Budapest
39	ITA	*		+1	Y	LSM-LSO	Italy	CET	Europe/Rome
39	VAT	*		+1	Y	LSM-LSO	Vatican City	CET	Europe/Vatican
40	ROU	*		+2	Y	LSM-LSO	Romania	EET	Europe/Bucharest
41	CHE	*		+1	Y	LSM-LSO	Switzerland	CET	Europe/Zurich
42	CZE	*		+1	Y	LSM-LSO	Czech Republic	CET	Europe/Prague
43	AUT	*		+1	Y	LSM-LSO	Austria	CET	Europe/Vienna
44	GBR	*		0	Y	LSM-LSO	Great Britain United Kingdom	GMT	Europe/London
45	DNK	*		+1	Y	LSM-LSO	Denmark	CET	Europe/Copenhagen
46	SWE	*		+1	Y	LSM-LSO	Sweden	CET	Europe/Stockholm
47	NOR	*		+1	Y	LSM-LSO	Norway	CET	Europe/Oslo
48	POL	*		+1	Y	LSM-LSO	Poland	CET	Europe/Warsaw
49	DEU	*		+1	Y	LSM-LSO	Germany	CET	Europe/Berlin
51	PER	*		-5	N		Peru	PET	America/Lima
52	MEX	221		-6	Y	FSA-LSO	Puebla, Pue.	CST	America/Mexico_City
52	MEX	222		-6	Y	FSA-LSO	Puebla, Pue.	CST	America/Mexico_City
52	MEX	223		-6	Y	FSA-LSO	Magdalena Tetela Morelos, La	CST	America/Mexico_City
52	MEX	224		-6	Y	FSA-LSO	Almolonga Todos Santos jp	CST	America/Mexico_City
52	MEX	225		-6	Y	FSA-LSO	Palmilla, Laakr	CST	America/Mexico_City
52	MEX	226		-6	Y	FSA-LSO	Altotongar	CST	America/Mexico_City
52	MEX	227		-6	Y	FSA-LSO	Huejotzingoq	CST	America/Mexico_City
52	MEX	228		-6	Y	FSA-LSO	Jalapa, Ver.bze	CST	America/Mexico_City
52	MEX	229		-6	Y	FSA-LSO	Veracruz, Ver.	CST	America/Mexico_City
52	MEX	231		-6	Y	FSA-LSO	Aire Libre La Mina re	CST	America/Mexico_City
52	MEX	232		-6	Y	FSA-LSO	Arroyo Del Potrero	CST	America/Mexico_City
52	MEX	233		-6	Y	FSA-LSO	Ayotoxco De Guerrerok	CST	America/Mexico_City
52	MEX	235		-6	Y	FSA-LSO	Arroyo Hondomxz	CST	America/Mexico_City
52	MEX	236		-6	Y	FSA-LSO	Ajalpanuxh	CST	America/Mexico_City
52	MEX	237		-6	Y	FSA-LSO	San Antonio Texcalapr	CST	America/Mexico_City
52	MEX	238		-6	Y	FSA-LSO	Tehuacan	CST	America/Mexico_City
52	MEX	241		-6	Y	FSA-LSO	Apizaco, Tlax.vae	CST	America/Mexico_City
52	MEX	243		-6	Y	FSA-LSO	Ahuatlanrv	CST	America/Mexico_City
52	MEX	244		-6	Y	FSA-LSO	Atlixco, Pue.u	CST	America/Mexico_City
52	MEX	245		-6	Y	FSA-LSO	Atzitzintlam	CST	America/Mexico_City
52	MEX	246		-6	Y	FSA-LSO	Tlaxcala, Tlax.	CST	America/Mexico_City
52	MEX	247		-6	Y	FSA-LSO	Huamantlaia	CST	America/Mexico_City
52	MEX	248		-6	Y	FSA-LSO	San Martin Texmelucan	CST	America/Mexico_City
52	MEX	249		-6	Y	FSA-LSO	Acatzingo De Hidalgo	CST	America/Mexico_City
52	MEX	271		-6	Y	FSA-LSO	Cordoba	CST	America/Mexico_City
52	MEX	272		-6	Y	FSA-LSO	Orizaba, Ver.rb	CST	America/Mexico_City
52	MEX	273		-6	Y	FSA-LSO	Boca Del Monte	CST	America/Mexico_City
52	MEX	274		-6	Y	FSA-LSO	Acatlan De Perez Figueroaz	CST	America/Mexico_City
